,date,Start,End,Sleep quality,Time in bed,Wake up,Sleep Notes,Heart rate,Activity (steps),sleeptime,sleepnote
526,2017-01-04,2017/1/4 22:40,2017/1/5 6:10,0.87,7:29:00,,Drank coffee:Drank tea:Worked out,,10856,449,"['Drank coffee', 'Drank tea', 'Worked out']"
527,2017-01-05,2017/1/5 22:39,2017/1/6 6:42,0.93,8:02:00,,Drank tea:Worked out,,7787,482,"['Drank tea', 'Worked out']"
528,2017-01-06,2017/1/6 23:14,2017/1/7 8:43,0.9,9:29:00,,Drank coffee:Drank tea,,10344,569,"['Drank coffee', 'Drank tea']"
529,2017-01-08,2017/1/8 0:34,2017/1/8 7:56,0.79,7:22:00,,Drank tea,,3094,442,['Drank tea']
530,2017-01-08,2017/1/8 22:07,2017/1/9 6:23,0.84,8:16:00,,Drank tea,,202,496,['Drank tea']
531,2017-01-09,2017/1/9 22:42,2017/1/10 6:40,0.65,7:57:00,,Drank coffee:Drank tea,,7122,477,"['Drank coffee', 'Drank tea']"
532,2017-01-10,2017/1/10 22:20,2017/1/11 6:14,0.84,7:54:00,,Drank coffee:Drank tea,,1734,474,"['Drank coffee', 'Drank tea']"
533,2017-01-11,2017/1/11 22:14,2017/1/12 5:22,0.73,7:07:00,,Drank coffee:Drank tea,,2562,427,"['Drank coffee', 'Drank tea']"
534,2017-01-12,2017/1/12 22:13,2017/1/13 5:31,0.64,7:17:00,,Ate late:Drank coffee:Drank tea,,8076,437,"['Ate late', 'Drank coffee', 'Drank tea']"
535,2017-01-13,2017/1/13 23:27,2017/1/14 7:22,0.89,7:54:00,,Drank tea:Worked out,,12802,474,"['Drank tea', 'Worked out']"
536,2017-01-15,2017/1/15 23:25,2017/1/16 6:58,0.74,7:32:00,,Drank coffee:Drank tea:Worked out,,12258,452,"['Drank coffee', 'Drank tea', 'Worked out']"
537,2017-01-16,2017/1/16 21:58,2017/1/17 5:11,0.71,7:12:00,,Drank tea,,4540,432,['Drank tea']
538,2017-01-17,2017/1/17 5:12,2017/1/17 7:20,0.24,2:08:00,,,,4540,128,['nan']
539,2017-01-17,2017/1/17 22:23,2017/1/18 5:01,0.57,6:37:00,,Drank tea,,173,397,['Drank tea']
540,2017-01-18,2017/1/18 22:22,2017/1/19 6:31,0.76,8:09:00,,Drank tea,,6368,489,['Drank tea']
541,2017-01-19,2017/1/19 22:14,2017/1/20 6:30,0.92,8:15:00,,Drank coffee:Drank tea,,1740,495,"['Drank coffee', 'Drank tea']"
542,2017-01-20,2017/1/20 23:07,2017/1/21 7:45,0.78,8:38:00,,Drank tea,,5056,518,['Drank tea']
543,2017-01-21,2017/1/21 23:12,2017/1/22 7:42,0.96,8:29:00,,Drank tea,,4223,509,['Drank tea']
544,2017-01-22,2017/1/22 22:03,2017/1/23 6:25,0.64,8:22:00,,Drank tea,,4336,502,['Drank tea']
545,2017-01-23,2017/1/23 22:34,2017/1/24 6:09,0.89,7:35:00,,Drank coffee:Drank tea,,4772,455,"['Drank coffee', 'Drank tea']"
546,2017-01-24,2017/1/24 22:55,2017/1/25 6:13,0.84,7:17:00,,Drank coffee:Drank tea,,3492,437,"['Drank coffee', 'Drank tea']"
547,2017-01-25,2017/1/25 20:54,2017/1/26 5:09,0.85,8:15:00,,Drank tea:Worked out,,6010,495,"['Drank tea', 'Worked out']"
548,2017-01-26,2017/1/26 22:12,2017/1/27 4:58,0.54,6:45:00,,Drank coffee:Drank tea:Worked out,,4200,405,"['Drank coffee', 'Drank tea', 'Worked out']"
549,2017-01-27,2017/1/27 4:58,2017/1/27 6:40,0.21,1:42:00,,,,4200,102,['nan']
550,2017-01-27,2017/1/27 23:22,2017/1/28 7:25,0.91,8:02:00,,Drank coffee:Drank tea,,4573,482,"['Drank coffee', 'Drank tea']"
551,2017-01-30,2017/1/30 23:27,2017/1/31 6:01,0.63,6:34:00,,Drank coffee,,3228,394,['Drank coffee']
552,2017-01-31,2017/1/31 22:44,2017/2/1 6:20,0.78,7:36:00,,Drank coffee:Drank tea:Worked out,,5379,456,"['Drank coffee', 'Drank tea', 'Worked out']"
553,2017-02-01,2017/2/1 22:41,2017/2/2 6:10,0.74,7:29:00,,Drank coffee:Drank tea:Worked out,,7521,449,"['Drank coffee', 'Drank tea', 'Worked out']"
554,2017-02-02,2017/2/2 22:19,2017/2/3 6:31,0.85,8:11:00,,Drank coffee:Drank tea,,2309,491,"['Drank coffee', 'Drank tea']"
555,2017-02-03,2017/2/3 23:58,2017/2/4 7:08,0.8,7:09:00,,Drank coffee:Drank tea,,2983,429,"['Drank coffee', 'Drank tea']"
556,2017-02-04,2017/2/4 23:45,2017/2/5 7:20,0.68,7:35:00,,Drank coffee:Drank tea,,6833,455,"['Drank coffee', 'Drank tea']"
557,2017-02-05,2017/2/5 22:53,2017/2/6 6:30,0.75,7:36:00,,Drank coffee:Drank tea,,7665,456,"['Drank coffee', 'Drank tea']"
558,2017-02-06,2017/2/6 22:30,2017/2/7 6:20,0.71,7:50:00,,Ate late:Drank coffee:Drank tea:Worked out,,7552,470,"['Ate late', 'Drank coffee', 'Drank tea', 'Worked out']"
559,2017-02-07,2017/2/7 23:34,2017/2/8 6:30,0.71,6:55:00,,Drank coffee:Drank tea,,5339,415,"['Drank coffee', 'Drank tea']"
560,2017-02-08,2017/2/8 23:46,2017/2/9 6:27,0.68,6:40:00,,Drank coffee:Drank tea,,4076,400,"['Drank coffee', 'Drank tea']"
561,2017-02-09,2017/2/9 22:31,2017/2/10 5:00,0.62,6:28:00,,Drank coffee:Drank tea:Stressful day:Worked out,,12892,388,"['Drank coffee', 'Drank tea', 'Stressful day', 'Worked out']"
562,2017-02-10,2017/2/10 5:00,2017/2/10 6:36,0.21,1:36:00,,,,12892,96,['nan']
563,2017-02-10,2017/2/10 22:37,2017/2/11 7:07,1,8:30:00,,Drank tea,,3417,510,['Drank tea']
564,2017-02-12,2017/2/12 21:49,2017/2/13 7:06,0.63,9:16:00,,Drank coffee:Drank tea,,2756,556,"['Drank coffee', 'Drank tea']"
565,2017-02-13,2017/2/13 21:51,2017/2/14 5:02,0.74,7:10:00,,Drank coffee:Drank tea,,6003,430,"['Drank coffee', 'Drank tea']"
566,2017-02-14,2017/2/14 5:02,2017/2/14 6:36,0.12,1:33:00,,,,6003,93,['nan']
567,2017-02-14,2017/2/14 23:17,2017/2/15 6:13,0.59,6:55:00,,Drank coffee:Drank tea,,3588,415,"['Drank coffee', 'Drank tea']"
568,2017-02-15,2017/2/15 22:36,2017/2/16 6:25,0.44,7:48:00,,Drank coffee:Drank tea,,5558,468,"['Drank coffee', 'Drank tea']"
569,2017-02-16,2017/2/16 22:33,2017/2/17 6:31,0.83,7:58:00,,Drank coffee:Drank tea,,3301,478,"['Drank coffee', 'Drank tea']"
570,2017-02-17,2017/2/17 23:49,2017/2/18 8:09,0.93,8:20:00,,Drank coffee:Drank tea,,3027,500,"['Drank coffee', 'Drank tea']"
571,2017-02-19,2017/2/19 0:28,2017/2/19 8:16,0.79,7:48:00,,Drank tea,,3361,468,['Drank tea']
572,2017-02-19,2017/2/19 22:12,2017/2/20 6:16,0.66,8:04:00,,Drank coffee:Drank tea,,460,484,"['Drank coffee', 'Drank tea']"
573,2017-02-20,2017/2/20 22:43,2017/2/21 6:27,0.76,7:43:00,,Drank tea,,7419,463,['Drank tea']
574,2017-02-21,2017/2/21 23:14,2017/2/22 6:26,0.72,7:11:00,,Drank coffee:Drank tea,,5499,431,"['Drank coffee', 'Drank tea']"
575,2017-02-22,2017/2/22 21:30,2017/2/23 5:02,0.83,7:31:00,,Drank tea,,4258,451,['Drank tea']
576,2017-02-23,2017/2/23 22:15,2017/2/24 5:34,0.81,7:19:00,,Drank coffee:Drank tea,,5862,439,"['Drank coffee', 'Drank tea']"
578,2017-02-25,2017/2/25 2:46,2017/2/25 9:52,0.8,7:06:00,,Ate late:Drank coffee:Drank tea:Worked out,,6388,426,"['Ate late', 'Drank coffee', 'Drank tea', 'Worked out']"
579,2017-02-26,2017/2/26 0:40,2017/2/26 7:47,0.77,7:07:00,,Drank tea,,4275,427,['Drank tea']
580,2017-02-27,2017/2/27 22:16,2017/2/28 5:50,0.81,7:34:00,,Drank coffee,,2499,454,['Drank coffee']
581,2017-02-28,2017/2/28 21:39,2017/3/1 5:40,0.87,8:01:00,,Drank coffee:Drank tea:Worked out,,7351,481,"['Drank coffee', 'Drank tea', 'Worked out']"
583,2017-03-01,2017/3/1 22:23,2017/3/2 6:30,0.85,8:07:00,,Drank coffee:Drank tea,,6109,487,"['Drank coffee', 'Drank tea']"
584,2017-03-02,2017/3/2 22:22,2017/3/3 6:18,0.81,7:55:00,,Drank coffee:Drank tea:Worked out,,6388,475,"['Drank coffee', 'Drank tea', 'Worked out']"
585,2017-03-05,2017/3/5 0:12,2017/3/5 8:28,0.96,8:16:00,,Drank coffee:Drank tea,,6785,496,"['Drank coffee', 'Drank tea']"
586,2017-03-05,2017/3/5 22:01,2017/3/6 6:08,0.93,8:07:00,,Drank coffee:Drank tea,,171,487,"['Drank coffee', 'Drank tea']"
587,2017-03-06,2017/3/6 22:01,2017/3/7 6:22,0.97,8:21:00,,Drank coffee:Drank tea,,4670,501,"['Drank coffee', 'Drank tea']"
588,2017-03-07,2017/3/7 22:13,2017/3/8 6:15,0.9,8:01:00,,Drank coffee:Drank tea:Worked out,,7000,481,"['Drank coffee', 'Drank tea', 'Worked out']"
589,2017-03-08,2017/3/8 21:13,2017/3/9 6:18,0.85,9:05:00,,Drank coffee:Drank tea,,3744,545,"['Drank coffee', 'Drank tea']"
590,2017-03-09,2017/3/9 21:48,2017/3/10 5:01,0.71,7:13:00,,Drank coffee:Drank tea:Worked out,,7028,433,"['Drank coffee', 'Drank tea', 'Worked out']"
591,2017-03-10,2017/3/10 22:42,2017/3/11 6:57,0.86,8:14:00,,Drank coffee:Drank tea,,2679,494,"['Drank coffee', 'Drank tea']"
592,2017-03-12,2017/3/12 22:39,2017/3/13 6:33,0.8,7:53:00,,Drank coffee:Drank tea,,1572,473,"['Drank coffee', 'Drank tea']"
593,2017-03-13,2017/3/13 21:20,2017/3/14 5:02,0.81,7:42:00,,Drank tea:Worked out,,6212,462,"['Drank tea', 'Worked out']"
594,2017-03-14,2017/3/14 21:06,2017/3/15 5:23,0.89,8:17:00,,Drank tea:Worked out,,5933,497,"['Drank tea', 'Worked out']"
595,2017-03-15,2017/3/15 22:33,2017/3/16 6:17,0.71,7:44:00,,Drank coffee:Drank tea:Worked out,,9185,464,"['Drank coffee', 'Drank tea', 'Worked out']"
596,2017-03-16,2017/3/16 22:33,2017/3/17 6:37,0.95,8:04:00,,Drank coffee:Drank tea:Worked out,,7887,484,"['Drank coffee', 'Drank tea', 'Worked out']"
597,2017-03-17,2017/3/17 22:55,2017/3/18 8:02,0.99,9:07:00,,Drank coffee:Drank tea,,10528,547,"['Drank coffee', 'Drank tea']"
598,2017-03-18,2017/3/18 22:26,2017/3/19 7:21,0.89,8:54:00,,Drank tea,,302,534,['Drank tea']
599,2017-03-20,2017/3/20 0:02,2017/3/20 7:20,0.79,7:18:00,,Drank coffee:Drank tea,,2750,438,"['Drank coffee', 'Drank tea']"
600,2017-03-20,2017/3/20 23:35,2017/3/21 7:16,0.88,7:41:00,,Drank coffee:Drank tea,,3695,461,"['Drank coffee', 'Drank tea']"
601,2017-03-21,2017/3/21 23:20,2017/3/22 6:21,0.79,7:01:00,,Drank coffee:Drank tea,,1913,421,"['Drank coffee', 'Drank tea']"
602,2017-03-22,2017/3/22 22:02,2017/3/23 5:15,0.72,7:12:00,,Drank tea:Worked out,,7155,432,"['Drank tea', 'Worked out']"
603,2017-03-23,2017/3/23 22:20,2017/3/24 5:41,0.76,7:21:00,,Drank coffee:Drank tea:Worked out,,7810,441,"['Drank coffee', 'Drank tea', 'Worked out']"
604,2017-03-25,2017/3/25 23:19,2017/3/26 7:16,1,7:56:00,,Drank coffee:Drank tea,,3549,476,"['Drank coffee', 'Drank tea']"
605,2017-03-26,2017/3/26 22:03,2017/3/27 5:33,0.83,7:29:00,,Drank coffee:Drank tea:Worked out,,3554,449,"['Drank coffee', 'Drank tea', 'Worked out']"
606,2017-03-27,2017/3/27 21:19,2017/3/28 5:42,0.78,8:22:00,,Drank tea:Worked out,,7562,502,"['Drank tea', 'Worked out']"
607,2017-03-28,2017/3/28 22:29,2017/3/29 5:41,0.78,7:11:00,,Drank coffee:Drank tea:Worked out,,7823,431,"['Drank coffee', 'Drank tea', 'Worked out']"
608,2017-03-29,2017/3/29 22:29,2017/3/30 6:04,0.79,7:34:00,,Drank coffee:Drank tea:Worked out,,7708,454,"['Drank coffee', 'Drank tea', 'Worked out']"
609,2017-03-30,2017/3/30 22:42,2017/3/31 7:33,0.93,8:51:00,,Drank coffee:Drank tea:Worked out,,8615,531,"['Drank coffee', 'Drank tea', 'Worked out']"
610,2017-04-01,2017/4/1 2:10,2017/4/1 8:37,0.8,6:27:00,,Drank coffee:Drank tea,,9461,387,"['Drank coffee', 'Drank tea']"
611,2017-04-01,2017/4/1 21:22,2017/4/2 7:16,0.95,9:54:00,,Drank tea,,4595,594,['Drank tea']
612,2017-04-02,2017/4/2 22:01,2017/4/3 6:20,0.9,8:19:00,,Drank coffee:Drank tea:Worked out,,2835,499,"['Drank coffee', 'Drank tea', 'Worked out']"
613,2017-04-03,2017/4/3 21:58,2017/4/4 6:01,0.92,8:03:00,,Drank tea,,1898,483,['Drank tea']
614,2017-04-04,2017/4/4 22:01,2017/4/5 6:11,0.81,8:09:00,,Drank tea:Worked out,,8396,489,"['Drank tea', 'Worked out']"
615,2017-04-05,2017/4/5 23:45,2017/4/6 6:20,0.73,6:35:00,,Drank coffee:Drank tea:Worked out,,7948,395,"['Drank coffee', 'Drank tea', 'Worked out']"
616,2017-04-06,2017/4/6 23:12,2017/4/7 6:20,0.68,7:07:00,,Drank coffee:Drank tea:Worked out,,14408,427,"['Drank coffee', 'Drank tea', 'Worked out']"
617,2017-04-08,2017/4/8 0:00,2017/4/8 7:30,0.75,7:29:00,,Drank coffee:Drank tea:Worked out,,8646,449,"['Drank coffee', 'Drank tea', 'Worked out']"
618,2017-04-10,2017/4/10 0:52,2017/4/10 6:32,0.65,5:40:00,,Drank coffee,,771,340,['Drank coffee']
619,2017-04-10,2017/4/10 22:21,2017/4/11 5:41,0.7,7:19:00,,Drank tea:Worked out,,11355,439,"['Drank tea', 'Worked out']"
621,2017-04-11,2017/4/11 22:39,2017/4/12 5:55,0.67,7:16:00,,,,4153,436,['nan']
622,2017-04-12,2017/4/12 21:42,2017/4/13 6:54,0.74,9:11:00,,Drank tea,,1318,551,['Drank tea']
623,2017-04-13,2017/4/13 23:52,2017/4/14 8:05,0.83,8:12:00,,Drank coffee:Drank tea,,889,492,"['Drank coffee', 'Drank tea']"
624,2017-04-14,2017/4/14 21:45,2017/4/15 7:52,0.88,10:07:00,,Drank tea,,4787,607,['Drank tea']
625,2017-04-15,2017/4/15 23:23,2017/4/16 7:05,0.73,7:42:00,,Drank tea,,4581,462,['Drank tea']
626,2017-04-17,2017/4/17 0:06,2017/4/17 7:51,0.83,7:44:00,,Drank coffee:Drank tea,,1510,464,"['Drank coffee', 'Drank tea']"
627,2017-04-17,2017/4/17 22:12,2017/4/18 5:54,0.66,7:41:00,,Drank coffee:Drank tea,,780,461,"['Drank coffee', 'Drank tea']"
628,2017-04-18,2017/4/18 22:43,2017/4/19 6:20,0.59,7:36:00,,Drank coffee:Drank tea:Worked out,,6284,456,"['Drank coffee', 'Drank tea', 'Worked out']"
629,2017-04-19,2017/4/19 21:39,2017/4/20 5:30,0.75,7:51:00,,,,8213,471,['nan']
630,2017-04-20,2017/4/20 22:15,2017/4/21 5:41,0.75,7:26:00,,Drank coffee:Drank tea:Worked out,,7905,446,"['Drank coffee', 'Drank tea', 'Worked out']"
631,2017-04-21,2017/4/21 22:36,2017/4/22 7:46,0.83,9:09:00,,Drank coffee:Drank tea:Worked out,,8072,549,"['Drank coffee', 'Drank tea', 'Worked out']"
632,2017-04-23,2017/4/23 0:53,2017/4/23 8:38,0.86,7:44:00,,Drank coffee:Drank tea,,2666,464,"['Drank coffee', 'Drank tea']"
633,2017-04-23,2017/4/23 22:31,2017/4/24 6:31,0.75,7:59:00,,Drank coffee,,3042,479,['Drank coffee']
634,2017-04-24,2017/4/24 23:07,2017/4/25 6:34,0.72,7:27:00,,Drank coffee:Drank tea:Worked out,,10319,447,"['Drank coffee', 'Drank tea', 'Worked out']"
635,2017-04-25,2017/4/25 22:20,2017/4/26 6:20,0.85,8:00:00,,Drank coffee:Drank tea:Worked out,,8358,480,"['Drank coffee', 'Drank tea', 'Worked out']"
636,2017-04-26,2017/4/26 22:25,2017/4/27 6:32,0.68,8:06:00,,Drank coffee:Drank tea:Worked out,,7337,486,"['Drank coffee', 'Drank tea', 'Worked out']"
637,2017-04-27,2017/4/27 22:48,2017/4/28 6:40,0.64,7:51:00,,Drank coffee:Drank tea:Worked out,,6551,471,"['Drank coffee', 'Drank tea', 'Worked out']"
638,2017-04-28,2017/4/28 23:39,2017/4/29 8:17,0.9,8:37:00,,Drank coffee:Drank tea:Stressful day,,3357,517,"['Drank coffee', 'Drank tea', 'Stressful day']"
639,2017-04-29,2017/4/29 23:39,2017/4/30 7:23,0.74,7:43:00,,Drank coffee:Drank tea,,2668,463,"['Drank coffee', 'Drank tea']"
640,2017-04-30,2017/4/30 22:28,2017/5/1 6:16,0.72,7:47:00,,Drank coffee:Drank tea:Worked out,,7491,467,"['Drank coffee', 'Drank tea', 'Worked out']"
641,2017-05-01,2017/5/1 22:00,2017/5/2 6:17,0.74,8:16:00,,Drank coffee:Drank tea:Worked out,,11475,496,"['Drank coffee', 'Drank tea', 'Worked out']"
642,2017-05-02,2017/5/2 21:47,2017/5/3 6:04,0.77,8:16:00,,Drank coffee:Drank tea:Worked out,,4810,496,"['Drank coffee', 'Drank tea', 'Worked out']"
643,2017-05-03,2017/5/3 22:59,2017/5/4 6:20,0.59,7:21:00,,Drank coffee:Drank tea:Worked out,,6932,441,"['Drank coffee', 'Drank tea', 'Worked out']"
644,2017-05-04,2017/5/4 22:37,2017/5/5 6:10,0.73,7:32:00,,Drank coffee:Drank tea:Worked out,,5954,452,"['Drank coffee', 'Drank tea', 'Worked out']"
645,2017-05-06,2017/5/6 0:25,2017/5/6 7:45,0.83,7:20:00,,Drank coffee:Drank tea:Worked out,,11070,440,"['Drank coffee', 'Drank tea', 'Worked out']"
646,2017-05-07,2017/5/7 21:51,2017/5/8 6:10,0.81,8:18:00,,Drank coffee,,4310,498,['Drank coffee']
647,2017-05-08,2017/5/8 22:28,2017/5/9 6:11,0.66,7:43:00,,Drank coffee:Drank tea:Worked out,,8598,463,"['Drank coffee', 'Drank tea', 'Worked out']"
648,2017-05-09,2017/5/9 23:33,2017/5/10 6:03,0.64,6:29:00,,Drank coffee:Drank tea:Worked out,,6073,389,"['Drank coffee', 'Drank tea', 'Worked out']"
649,2017-05-10,2017/5/10 6:04,2017/5/10 7:45,0.18,1:40:00,,,,0,100,['nan']
650,2017-05-10,2017/5/10 22:43,2017/5/11 6:16,0.82,7:32:00,,Drank coffee:Drank tea,,2854,452,"['Drank coffee', 'Drank tea']"
651,2017-05-11,2017/5/11 21:52,2017/5/12 6:40,0.95,8:47:00,,Drank coffee:Drank tea:Worked out,,4280,527,"['Drank coffee', 'Drank tea', 'Worked out']"
652,2017-05-13,2017/5/13 0:42,2017/5/13 7:41,0.73,6:59:00,,Drank coffee:Drank tea:Worked out,,4068,419,"['Drank coffee', 'Drank tea', 'Worked out']"
653,2017-05-14,2017/5/14 0:04,2017/5/14 8:11,0.73,8:06:00,,Drank tea,,3298,486,['Drank tea']
654,2017-05-14,2017/5/14 21:57,2017/5/15 6:20,0.77,8:22:00,,Drank coffee:Drank tea,,3958,502,"['Drank coffee', 'Drank tea']"
655,2017-05-15,2017/5/15 22:55,2017/5/16 6:30,0.75,7:34:00,,Drank coffee:Drank tea:Worked out,,7661,454,"['Drank coffee', 'Drank tea', 'Worked out']"
656,2017-05-16,2017/5/16 22:41,2017/5/17 6:17,0.73,7:36:00,,Drank tea,,1865,456,['Drank tea']
657,2017-05-17,2017/5/17 22:44,2017/5/18 6:40,0.9,7:56:00,,Drank coffee:Drank tea:Worked out,,6764,476,"['Drank coffee', 'Drank tea', 'Worked out']"
658,2017-05-18,2017/5/18 23:17,2017/5/19 6:27,0.88,7:10:00,,Drank coffee:Drank tea:Stressful day:Worked out,,82,430,"['Drank coffee', 'Drank tea', 'Stressful day', 'Worked out']"
659,2017-05-20,2017/5/20 1:04,2017/5/20 8:56,0.73,7:52:00,,Drank coffee:Drank tea:Worked out,,5606,472,"['Drank coffee', 'Drank tea', 'Worked out']"
660,2017-05-22,2017/5/22 22:29,2017/5/23 7:35,0.9,9:06:00,,Drank tea:Worked out,,8858,546,"['Drank tea', 'Worked out']"
661,2017-05-24,2017/5/24 0:14,2017/5/24 7:46,0.7,7:32:00,,Drank coffee:Worked out,,14276,452,"['Drank coffee', 'Worked out']"
662,2017-05-24,2017/5/24 22:09,2017/5/25 6:37,0.82,8:28:00,,Drank tea:Worked out,,3884,508,"['Drank tea', 'Worked out']"
663,2017-05-25,2017/5/25 22:19,2017/5/26 6:24,0.73,8:04:00,,Drank tea:Worked out,,4565,484,"['Drank tea', 'Worked out']"
664,2017-05-28,2017/5/28 0:18,2017/5/28 8:01,0.81,7:43:00,,Drank coffee:Worked out,,3770,463,"['Drank coffee', 'Worked out']"
665,2017-05-28,2017/5/28 22:37,2017/5/29 6:18,0.75,7:41:00,,Drank coffee,,1450,461,['Drank coffee']
666,2017-05-29,2017/5/29 22:28,2017/5/30 6:11,0.88,7:42:00,,Drank coffee:Stressful day:Worked out,,7711,462,"['Drank coffee', 'Stressful day', 'Worked out']"
667,2017-05-30,2017/5/30 21:59,2017/5/31 6:20,0.75,8:21:00,,Ate late:Drank coffee:Worked out,,6430,501,"['Ate late', 'Drank coffee', 'Worked out']"
668,2017-05-31,2017/5/31 22:26,2017/6/1 5:45,0.86,7:19:00,,Drank coffee:Drank tea:Worked out,,6964,439,"['Drank coffee', 'Drank tea', 'Worked out']"
669,2017-06-01,2017/6/1 22:59,2017/6/2 6:40,0.8,7:41:00,,Drank coffee:Drank tea:Worked out,,4562,461,"['Drank coffee', 'Drank tea', 'Worked out']"
670,2017-06-02,2017/6/2 22:05,2017/6/3 6:11,0.69,8:05:00,,Drank coffee:Drank tea,,1867,485,"['Drank coffee', 'Drank tea']"
671,2017-06-03,2017/6/3 21:56,2017/6/4 7:13,0.72,9:16:00,,Drank coffee:Worked out,,8205,556,"['Drank coffee', 'Worked out']"
672,2017-06-04,2017/6/4 23:14,2017/6/5 6:21,0.67,7:06:00,,Drank coffee,,6705,426,['Drank coffee']
673,2017-06-05,2017/6/5 22:30,2017/6/6 6:17,0.74,7:47:00,,Drank coffee:Worked out,,7820,467,"['Drank coffee', 'Worked out']"
674,2017-06-06,2017/6/6 21:38,2017/6/7 5:53,0.76,8:14:00,,Drank coffee:Drank tea:Stressful day:Worked out,,5391,494,"['Drank coffee', 'Drank tea', 'Stressful day', 'Worked out']"
675,2017-06-07,2017/6/7 22:54,2017/6/8 6:34,0.41,7:40:00,,Drank coffee:Drank tea:Worked out,,10542,460,"['Drank coffee', 'Drank tea', 'Worked out']"
676,2017-06-08,2017/6/8 21:47,2017/6/9 6:17,0.7,8:30:00,,Drank tea,,255,510,['Drank tea']
677,2017-06-10,2017/6/10 0:07,2017/6/10 7:55,0.67,7:47:00,,,,10427,467,['nan']
678,2017-06-11,2017/6/11 22:18,2017/6/12 6:10,0.78,7:52:00,,,,6507,472,['nan']
679,2017-06-12,2017/6/12 21:44,2017/6/13 6:17,0.93,8:32:00,,,,10373,512,['nan']
680,2017-06-13,2017/6/13 22:18,2017/6/14 6:12,0.74,7:54:00,,,,9204,474,['nan']
681,2017-06-14,2017/6/14 22:34,2017/6/15 6:13,0.68,7:38:00,,,,5027,458,['nan']
682,2017-06-15,2017/6/15 22:19,2017/6/16 6:07,0.76,7:48:00,,,,7106,468,['nan']
683,2017-06-18,2017/6/18 5:01,2017/6/18 7:34,0.31,2:33:00,,,,12153,153,['nan']
685,2017-06-18,2017/6/18 22:22,2017/6/19 6:02,0.66,7:39:00,,,,5251,459,['nan']
686,2017-06-19,2017/6/19 22:57,2017/6/20 6:24,0.7,7:26:00,,,,6672,446,['nan']
687,2017-06-20,2017/6/20 22:31,2017/6/21 6:15,0.77,7:43:00,,,,7007,463,['nan']
689,2017-06-21,2017/6/21 22:32,2017/6/22 6:10,0.72,7:37:00,,,,4898,457,['nan']
690,2017-06-22,2017/6/22 23:37,2017/6/23 6:38,0.59,7:00:00,,,,7064,420,['nan']
691,2017-06-23,2017/6/23 23:26,2017/6/24 7:11,0.74,7:44:00,,,,114,464,['nan']
692,2017-06-25,2017/6/25 22:08,2017/6/26 6:18,0.83,8:10:00,,,,3403,490,['nan']
693,2017-06-26,2017/6/26 21:24,2017/6/27 6:15,0.9,8:51:00,,,,6043,531,['nan']
694,2017-06-27,2017/6/27 21:52,2017/6/28 6:33,0.86,8:41:00,,,,8946,521,['nan']
695,2017-06-28,2017/6/28 21:53,2017/6/29 6:21,0.69,8:28:00,,,,7778,508,['nan']
696,2017-06-29,2017/6/29 22:32,2017/6/30 6:33,0.77,8:00:00,,,,5510,480,['nan']
697,2017-07-03,2017/7/3 0:31,2017/7/3 7:44,0.81,7:12:00,,,,17770,432,['nan']
698,2017-07-03,2017/7/3 22:37,2017/7/4 6:18,0.73,7:41:00,,,,10604,461,['nan']
699,2017-07-04,2017/7/4 22:07,2017/7/5 5:55,0.74,7:48:00,,,,7474,468,['nan']
700,2017-07-05,2017/7/5 21:48,2017/7/6 5:43,0.66,7:55:00,,,,6430,475,['nan']
701,2017-07-06,2017/7/6 22:33,2017/7/7 6:31,0.73,7:57:00,,,,11076,477,['nan']
702,2017-07-09,2017/7/9 22:36,2017/7/10 5:59,0.7,7:22:00,,,,12647,442,['nan']
703,2017-07-10,2017/7/10 22:25,2017/7/11 6:01,0.74,7:35:00,,,,4260,455,['nan']
704,2017-07-11,2017/7/11 21:39,2017/7/12 6:06,0.65,8:26:00,,,,5504,506,['nan']
705,2017-07-12,2017/7/12 23:12,2017/7/13 6:25,0.67,7:13:00,,,,6915,433,['nan']
706,2017-07-13,2017/7/13 22:30,2017/7/14 6:45,0.81,8:14:00,,,,3919,494,['nan']
707,2017-07-15,2017/7/15 1:10,2017/7/15 7:54,0.78,6:43:00,,,,5342,403,['nan']
708,2017-07-16,2017/7/16 2:12,2017/7/16 7:53,0.69,5:40:00,,,,3739,340,['nan']
709,2017-07-16,2017/7/16 22:08,2017/7/17 6:25,0.7,8:17:00,,,,5925,497,['nan']
710,2017-07-17,2017/7/17 22:51,2017/7/18 6:17,0.71,7:26:00,,,,4840,446,['nan']
711,2017-07-18,2017/7/18 22:00,2017/7/19 6:39,0.84,8:39:00,,,,5157,519,['nan']
712,2017-07-19,2017/7/19 21:45,2017/7/20 5:55,0.87,8:09:00,,,,4336,489,['nan']
713,2017-07-22,2017/7/22 1:06,2017/7/22 7:54,0.68,6:48:00,,,,135,408,['nan']
714,2017-07-22,2017/7/22 23:13,2017/7/23 7:10,0.78,7:57:00,,,,5579,477,['nan']
715,2017-07-23,2017/7/23 21:57,2017/7/24 5:49,0.84,7:51:00,,,,3901,471,['nan']
717,2017-07-25,2017/7/25 22:04,2017/7/26 5:48,0.87,7:43:00,,,,5451,463,['nan']
718,2017-07-26,2017/7/26 22:29,2017/7/27 6:05,0.74,7:35:00,,,,2899,455,['nan']
719,2017-07-27,2017/7/27 21:53,2017/7/28 5:50,0.51,7:57:00,,,,1552,477,['nan']
